name,label,value,reporting_period,non_numeric_value
"Fortune Brands Home & Security, Inc.",emissions_scope_1,68454.0,2020,
"Fortune Brands Home & Security, Inc.",emissions_scope_2_location,211183.0,2020,
Lincoln National Corp.,ceo_pay_ratio,183.0,2020,
Lincoln National Corp.,Employees,10848.0,2021,
Lincoln National Corp.,Revenue,,2018,16.42B
Lincoln National Corp.,Revenue,,2019,17.26B
Lincoln National Corp.,Revenue,,2020,17.44B
Lincoln National Corp.,Revenue,,2021,19.23B
Lincoln National Corp.,"Ready for publishing (scope 1,2)",,2021,True
Lincoln National Corp.,emissions_scope_1,1759.0,2020,
Lincoln National Corp.,emissions_scope_2_location,6733.0,2020,
Lincoln National Corp.,emissions_scope_1,1911.0,2021,
Lincoln National Corp.,emissions_scope_3,18077.0,2021,
Lincoln National Corp.,emissions_scope_3,14483.0,2020,
Lincoln National Corp.,emissions_scope_2_location,5696.0,2021,
Lincoln National Corp.,emissions_scope_1,3204.0,2019,
Lincoln National Corp.,emissions_scope_2_location,8275.0,2019,
Lincoln National Corp.,emissions_scope_3,28089.0,2019,
Lincoln National Corp.,emissions_scope_1,2905.0,2018,
Lincoln National Corp.,emissions_scope_2_location,9820.0,2018,
Lincoln National Corp.,emissions_scope_3,28987.0,2018,
Lincoln National Corp.,emissions_scope_1,2931.0,2017,
Lincoln National Corp.,emissions_scope_2_location,11099.0,2017,
Lincoln National Corp.,emissions_scope_3,26076.0,2017,
"Fiserv, Inc.",ceo_pay_ratio,183.0,2020,
"Fiserv, Inc.",Employees,44000.0,2021,
"Fiserv, Inc.",Revenue,,2018,5.82B
"Fiserv, Inc.",Revenue,,2019,10.19B
"Fiserv, Inc.",Revenue,,2020,14.85B
"Fiserv, Inc.",Revenue,,2021,16.23B
"Fiserv, Inc.","Ready for publishing (scope 1,2)",,2021,True
"Fiserv, Inc.",emissions_scope_1,19288.0,2020,
"Fiserv, Inc.",emissions_scope_2_location,121968.0,2020,
"Fiserv, Inc.",emissions_scope_2_market,122670.0,2020,
"Fiserv, Inc.",emissions_scope_3_fuel_and_energy_related_activities,29216.0,2020,
"Fiserv, Inc.",emissions_scope_3_business_travel,13866.0,2020,
"Fiserv, Inc.",emissions_scope_3_downstream_transportation_and_distribution,7067.0,2020,
Vornado Realty Trust,ceo_pay_ratio,183.0,2020,
Vornado Realty Trust,Revenue,,2018,2.17B
Vornado Realty Trust,Employees,3224.0,2021,
Vornado Realty Trust,Revenue,,2019,2B
Vornado Realty Trust,Revenue,,2020,1.61B
Vornado Realty Trust,Revenue,,2021,1.71B
Vornado Realty Trust,"Ready for publishing (scope 1,2)",,2021,True
Vornado Realty Trust,emissions_scope_1,29864.0,2021,
Vornado Realty Trust,emissions_scope_2_location,131405.0,2021,
Vornado Realty Trust,emissions_scope_2_market,83295.0,2021,
Vornado Realty Trust,emissions_scope_1,29190.0,2020,
Vornado Realty Trust,emissions_scope_2_location,133997.0,2020,
Vornado Realty Trust,emissions_scope_1,28577.0,2019,
Vornado Realty Trust,emissions_scope_2_location,177977.0,2019,
Vornado Realty Trust,emissions_scope_3,39633.0,2021,
Vornado Realty Trust,emissions_scope_3,42997.0,2020,
Vornado Realty Trust,emissions_scope_3,49760.0,2019,
"CBRE Group, Inc.",ceo_pay_ratio,183.0,2020,
"CBRE Group, Inc.",Employees,105000.0,2021,
"CBRE Group, Inc.",Revenue,,2018,21.34B
"CBRE Group, Inc.",Revenue,,2019,23.89B
"CBRE Group, Inc.",Revenue,,2020,23.83B
"CBRE Group, Inc.",Revenue,,2021,27.75B
"CBRE Group, Inc.","Ready for publishing (scope 1,2)",,2021,True
"CBRE Group, Inc.",emissions_scope_1,46251.0,2021,
"CBRE Group, Inc.",emissions_scope_2_location,19847.0,2021,
"CBRE Group, Inc.",emissions_scope_2_market,20078.0,2021,
"CBRE Group, Inc.",emissions_scope_1,60379.0,2020,
"CBRE Group, Inc.",emissions_scope_2_location,22644.0,2020,
"CBRE Group, Inc.",emissions_scope_2_market,22684.0,2020,
"CBRE Group, Inc.",emissions_scope_1,58770.0,2019,
"CBRE Group, Inc.",emissions_scope_2_location,28020.0,2019,
"CBRE Group, Inc.",emissions_scope_2_market,28428.0,2019,
"CBRE Group, Inc.",emissions_scope_1,46069.0,2018,
"CBRE Group, Inc.",emissions_scope_2_location,24439.0,2018,
"CBRE Group, Inc.",emissions_scope_1,46057.0,2017,
"CBRE Group, Inc.",emissions_scope_2_location,25010.0,2017,
"CBRE Group, Inc.",Revenue,,2017,18.63B
"CBRE Group, Inc.",emissions_scope_3,89168768.0,2021,
"CBRE Group, Inc.",emissions_scope_3,54684733.0,2020,
"CBRE Group, Inc.",emissions_scope_3,58307929.0,2019,
"CBRE Group, Inc.",emissions_scope_3,19984.0,2018,
"CBRE Group, Inc.",emissions_scope_3,18626.0,2017,
"Delta Air Lines, Inc.",ceo_pay_ratio,182.0,2020,
"Delta Air Lines, Inc.",Employees,83000.0,2021,
"Delta Air Lines, Inc.",Revenue,,2018,44.44B
"Delta Air Lines, Inc.",Revenue,,2019,47.01B
"Delta Air Lines, Inc.",Revenue,,2020,17.09B
"Delta Air Lines, Inc.",Revenue,,2021,29.9B
"Delta Air Lines, Inc.","Ready for publishing (scope 1,2)",,2021,True
"Delta Air Lines, Inc.",emissions_scope_1,24561255.0,2021,
"Delta Air Lines, Inc.",Scope 2 (Undefined),246219.0,2021,
"Delta Air Lines, Inc.",emissions_scope_1,17174905.0,2020,
"Delta Air Lines, Inc.",Scope 2 (Undefined),274076.0,2020,
"Delta Air Lines, Inc.",emissions_scope_1,37328421.0,2019,
"Delta Air Lines, Inc.",Scope 2 (Undefined),295889.0,2019,
"Delta Air Lines, Inc.",emissions_scope_3,2353044.0,2021,
"Delta Air Lines, Inc.",emissions_scope_3,1603209.0,2020,
"Delta Air Lines, Inc.",emissions_scope_3,3438873.0,2019,
Equifax Inc.,ceo_pay_ratio,181.0,2020,
Equifax Inc.,Employees,13000.0,2021,
Equifax Inc.,Revenue,,2018,3.41B
Equifax Inc.,Revenue,,2019,3.51B
Equifax Inc.,Revenue,,2020,4.13B
Equifax Inc.,Revenue,,2021,4.92B
Equifax Inc.,"Ready for publishing (scope 1,2)",,2021,True
Equifax Inc.,emissions_scope_1,1388.0,2021,
Equifax Inc.,Scope 2 (Undefined),27691.0,2021,
Equifax Inc.,Scope 2 (Undefined),27140.0,2020,
Equifax Inc.,Scope 2 (Undefined),30385.0,2019,
Equifax Inc.,emissions_scope_1,847.0,2019,
Equifax Inc.,emissions_scope_1,800.0,2020,
Equifax Inc.,emissions_scope_3_business_travel,1490.0,2021,
Equifax Inc.,emissions_scope_3_business_travel,1769.0,2020,
Equifax Inc.,emissions_scope_3_business_travel,9227.0,2019,
"Zimmer Biomet Holdings, Inc.",ceo_pay_ratio,180.0,2020,
"Zimmer Biomet Holdings, Inc.",Employees,19500.0,2021,
"Zimmer Biomet Holdings, Inc.",Revenue,,2018,7.93B
"Zimmer Biomet Holdings, Inc.",Revenue,,2019,7.98B
"Zimmer Biomet Holdings, Inc.",Revenue,,2020,7.02B
"Zimmer Biomet Holdings, Inc.",Revenue,,2021,7.84B
"Zimmer Biomet Holdings, Inc.","Ready for publishing (scope 1,2)",,2021,True
"Zimmer Biomet Holdings, Inc.",emissions_scope_1,17343.0,2020,
"Zimmer Biomet Holdings, Inc.",emissions_scope_2_location,110206.0,2020,
"Zimmer Biomet Holdings, Inc.",emissions_scope_2_market,158307.0,2020,
"Zimmer Biomet Holdings, Inc.",emissions_scope_1,17649.0,2019,
"Zimmer Biomet Holdings, Inc.",emissions_scope_2_location,124370.0,2019,
"Zimmer Biomet Holdings, Inc.",emissions_scope_2_market,175525.0,2019,
"Zimmer Biomet Holdings, Inc.",emissions_scope_3_purchased_goods_and_services,993496.0,2020,
"Zimmer Biomet Holdings, Inc.",emissions_scope_3_capital_goods,31464.0,2020,
"Zimmer Biomet Holdings, Inc.",emissions_scope_3_fuel_and_energy_related_activities,19556.0,2020,
"Zimmer Biomet Holdings, Inc.",emissions_scope_3_upstream_transportation_and_distribution,23016.0,2020,
"Zimmer Biomet Holdings, Inc.",emissions_scope_3_waste_generated_in_operations,2702.0,2020,
"Zimmer Biomet Holdings, Inc.",emissions_scope_3_business_travel,4920.0,2020,
"Zimmer Biomet Holdings, Inc.",emissions_scope_3_employee commuting,10200.0,2020,
"Zimmer Biomet Holdings, Inc.",emissions_scope_3_upstream_leased_assets,718.0,2020,
"Zimmer Biomet Holdings, Inc.",emissions_scope_3_downstream_transportation_and_distribution,92065.0,2020,
"Zimmer Biomet Holdings, Inc.",emissions_scope_3_downstream_leased_assets,691.0,2020,
Arthur J. Gallagher & Co.,ceo_pay_ratio,179.0,2020,
Arthur J. Gallagher & Co.,Employees,2200.0,2021,
Arthur J. Gallagher & Co.,Revenue,,2018,6.71B
Arthur J. Gallagher & Co.,Revenue,,2019,6.89B
Arthur J. Gallagher & Co.,Revenue,,2020,6.78B
Arthur J. Gallagher & Co.,Revenue,,2021,7.97B
Arthur J. Gallagher & Co.,emissions_scope_1,28.0,2020,
Arthur J. Gallagher & Co.,emissions_scope_1,37.0,2019,
Arthur J. Gallagher & Co.,emissions_scope_2_location,47163.0,2020,
Arthur J. Gallagher & Co.,emissions_scope_3,37062.0,2020,
Arthur J. Gallagher & Co.,emissions_scope_2_location,50815.0,2019,
Arthur J. Gallagher & Co.,emissions_scope_3,86588.0,2019,
Arthur J. Gallagher & Co.,Gender_balance_total,59.8,2020,
Arthur J. Gallagher & Co.,female_employees,47.3,2020,
Arthur J. Gallagher & Co.,Gender_balance_total,58.0,2021,
Arthur J. Gallagher & Co.,female_employees,40.2,2021,
Arthur J. Gallagher & Co.,Gender_balance_of_the_companys_executives_and_executive_board,11.0,2020,
Arthur J. Gallagher & Co.,Gender_balance_of_the_companys_board_of_directors_and_nonexecutive_board_(or_supervisory_board),22.0,2020,
Arthur J. Gallagher & Co.,ceo_pay_ratio,216.0,2021,
Arthur J. Gallagher & Co.,Unadjusted_pay_gap,39.5,2019,
Arthur J. Gallagher & Co.,Employees,32401.0,2020,
Arthur J. Gallagher & Co.,"Ready for publishing (scope 1,2)",,2021,True
Trimble Inc.,ceo_pay_ratio,176.7,2020,
Trimble Inc.,Employees,11931.0,2021,
Trimble Inc.,Revenue,,2018,3.11B
Trimble Inc.,Revenue,,2020,3.14B
Trimble Inc.,Revenue,,2021,3.66B
Trimble Inc.,"Ready for publishing (scope 1,2)",,2021,True
Trimble Inc.,emissions_scope_1,9800.0,2020,
Trimble Inc.,emissions_scope_1,10300.0,2019,
Trimble Inc.,emissions_scope_1,5000.0,2018,
Trimble Inc.,emissions_scope_2_location,10000.0,2018,
Trimble Inc.,Revenue,,2019,3.26B
Trimble Inc.,emissions_scope_1,3800.0,2021,
Trimble Inc.,Scope 2 (Undefined),10800.0,2021,
Trimble Inc.,emissions_scope_3,181000.0,2021,
Trimble Inc.,emissions_scope_3,329000.0,2020,
Trimble Inc.,Scope 2 (Undefined),25500.0,2020,
Trimble Inc.,Scope 2 (Undefined),26800.0,2019,
Trimble Inc.,emissions_scope_3,370000.0,2019,
Trimble Inc.,female_employees,23.0,2020,
Trimble Inc.,emissions_scope_2_market,6600.0,2020,
Trimble Inc.,total_energy,27777.8,2020,
Trimble Inc.,Does the company have TCFD report?,,2021,True
Trimble Inc.,revenue_in_usd,3.2,2021,
Moodys Corporation,ceo_pay_ratio,176.0,2020,
Moodys Corporation,Employees,14206.0,2021,
Moodys Corporation,Revenue,,2018,4.44B
Moodys Corporation,Revenue,,2019,4.83B
Moodys Corporation,Revenue,,2020,5.37B
Moodys Corporation,Revenue,,2021,6.22B
Moodys Corporation,"Ready for publishing (scope 1,2)",,2021,True
Moodys Corporation,emissions_scope_1,851.0,2021,
Moodys Corporation,emissions_scope_2_location,6878.0,2021,
Moodys Corporation,emissions_scope_2_market,432.0,2021,
Moodys Corporation,emissions_scope_1,919.0,2020,
Moodys Corporation,emissions_scope_2_location,8767.0,2020,
Moodys Corporation,emissions_scope_2_market,2745.0,2020,
Moodys Corporation,emissions_scope_1,1744.0,2019,
Moodys Corporation,emissions_scope_2_location,14035.0,2019,
Moodys Corporation,emissions_scope_2_market,13591.0,2019,
Moodys Corporation,emissions_scope_3,121280.0,2021,
Moodys Corporation,emissions_scope_3,112386.0,2020,
Moodys Corporation,emissions_scope_3,172360.0,2019,
FMC Corporation,ceo_pay_ratio,175.0,2020,
FMC Corporation,Employees,6400.0,2021,
FMC Corporation,Revenue,,2018,4.29B
FMC Corporation,Revenue,,2019,4.61B
FMC Corporation,Revenue,,2020,4.64B
FMC Corporation,Revenue,,2021,5.05B
FMC Corporation,"Ready for publishing (scope 1,2)",,2021,True
FMC Corporation,emissions_scope_1,102605.0,2021,
FMC Corporation,emissions_scope_2_market,62450.0,2021,
FMC Corporation,emissions_scope_1,83584.0,2020,
FMC Corporation,emissions_scope_2_market,67031.0,2020,
FMC Corporation,emissions_scope_1,69096.0,2019,
FMC Corporation,emissions_scope_2_market,83040.0,2019,
FMC Corporation,emissions_scope_3,2561885.0,2021,
"Citrix Systems, Inc.",Revenue,,2018,2.97B
"Citrix Systems, Inc.",Revenue,,2019,3.01B
"Citrix Systems, Inc.",Revenue,,2020,3.24B
"Citrix Systems, Inc.",Revenue,,2021,3.22B
"Citrix Systems, Inc.",ceo_pay_ratio,174.0,2020,
"Citrix Systems, Inc.","Ready for publishing (scope 1,2)",,2021,True
"Citrix Systems, Inc.",emissions_scope_1,3336.0,2020,
"Citrix Systems, Inc.",emissions_scope_2_location,18082.0,2020,
"Citrix Systems, Inc.",emissions_scope_1,3494.0,2019,
"Citrix Systems, Inc.",emissions_scope_2_location,19260.0,2019,
"Citrix Systems, Inc.",emissions_scope_3_purchased_goods_and_services,121468.0,2020,
"Citrix Systems, Inc.",emissions_scope_3_capital_goods,6513.0,2020,
"Citrix Systems, Inc.",emissions_scope_3_fuel_and_energy_related_activities,5498.0,2020,
"Citrix Systems, Inc.",emissions_scope_3_business_travel,7801.0,2020,
"Citrix Systems, Inc.",emissions_scope_3_employee commuting,2710.0,2020,
"Citrix Systems, Inc.",emissions_scope_3_downstream_transportation_and_distribution,110.0,2020,
"Citrix Systems, Inc.",emissions_scope_3_use_of_sold_products,115943.0,2020,
"Citrix Systems, Inc.",emissions_scope_3_employee commuting,8433.0,2019,
"Citrix Systems, Inc.",emissions_scope_3_business_travel,15666.0,2019,
General Dynamics Corporation,ceo_pay_ratio,174.0,2020,
General Dynamics Corporation,Employees,100000.0,2021,
General Dynamics Corporation,Revenue,,2018,36.19B
General Dynamics Corporation,Revenue,,2019,39.35B
General Dynamics Corporation,Revenue,,2020,37.92B
General Dynamics Corporation,Revenue,,2021,38.47B
General Dynamics Corporation,"Ready for publishing (scope 1,2)",,2021,True
General Dynamics Corporation,emissions_scope_1,292100.0,2020,
General Dynamics Corporation,emissions_scope_2_location,388500.0,2020,
General Dynamics Corporation,emissions_scope_1,317081.0,2019,
General Dynamics Corporation,emissions_scope_2_location,449750.0,2019,
General Dynamics Corporation,emissions_scope_2_market,445119.0,2019,
General Dynamics Corporation,emissions_scope_3_fuel_and_energy_related_activities,143344.0,2019,
General Dynamics Corporation,emissions_scope_3_business_travel,101450.0,2019,
Tapestry,ceo_pay_ratio,172.0,2020,
Tapestry,Employees,12100.0,2021,
Tapestry,Revenue,,2018,5.88B
Tapestry,Revenue,,2019,6.03B
Tapestry,Revenue,,2020,4.96B
Tapestry,Revenue,,2021,5.75B
Tapestry,"Ready for publishing (scope 1,2)",,2021,True
Tapestry,emissions_scope_1,953.0,2021,
Tapestry,Scope 2 (Undefined),58414.0,2021,
Tapestry,emissions_scope_1,1176.0,2020,
Tapestry,Scope 2 (Undefined),25901.0,2020,
Tapestry,emissions_scope_1,936.0,2019,
Tapestry,Scope 2 (Undefined),57008.0,2019,
Tapestry,emissions_scope_3,68370.0,2021,
Tapestry,emissions_scope_3,47152.0,2020,
Tapestry,emissions_scope_3,89391.0,2019,
Public Storage,ceo_pay_ratio,172.0,2020,
Public Storage,Employees,5800.0,2021,
Public Storage,Revenue,,2018,2.83B
Public Storage,Revenue,,2019,2.92B
Public Storage,Revenue,,2020,2.98B
Public Storage,Revenue,,2021,3.5B
Public Storage,"Ready for publishing (scope 1,2)",,2021,True
Public Storage,emissions_scope_1,12359.99,2020,
Public Storage,emissions_scope_2_location,86905.237,2020,
Public Storage,emissions_scope_2_market,86905.237,2020,
Public Storage,emissions_scope_1,13730.0,2019,
Public Storage,emissions_scope_2_location,99612.0,2019,
Public Storage,emissions_scope_2_market,99612.0,2019,
LyondellBasell Industries NV,ceo_pay_ratio,169.0,2020,
LyondellBasell Industries NV,Employees,19100.0,2021,
LyondellBasell Industries NV,Revenue,,2018,39B
LyondellBasell Industries NV,Revenue,,2019,34.73B
LyondellBasell Industries NV,Revenue,,2020,27.75B
LyondellBasell Industries NV,Revenue,,2021,46.17B
LyondellBasell Industries NV,"Ready for publishing (scope 1,2)",,2021,True
LyondellBasell Industries NV,emissions_scope_1,16100000.0,2021,
LyondellBasell Industries NV,Scope 2 (Undefined),7900000.0,2021,
LyondellBasell Industries NV,emissions_scope_1,15500000.0,2020,
LyondellBasell Industries NV,Scope 2 (Undefined),7700000.0,2020,
LyondellBasell Industries NV,emissions_scope_3_purchased_goods_and_services,38419546.0,2021,
LyondellBasell Industries NV,emissions_scope_3_capital_goods,1388616.0,2021,
LyondellBasell Industries NV,emissions_scope_3_fuel_and_energy_related_activities,1173409.0,2021,
LyondellBasell Industries NV,emissions_scope_3_upstream_transportation_and_distribution,357677.0,2021,
LyondellBasell Industries NV,emissions_scope_3_waste_generated_in_operations,902425.0,2021,
LyondellBasell Industries NV,emissions_scope_3_business_travel,584.0,2021,
LyondellBasell Industries NV,emissions_scope_3_employee commuting,59034.0,2021,
LyondellBasell Industries NV,emissions_scope_3_downstream_transportation_and_distribution,390812.0,2021,
LyondellBasell Industries NV,emissions_scope_3_use_of_sold_products,30909441.0,2021,
LyondellBasell Industries NV,emissions_scope_3_end_of_life_treatment_of_sold_products,13430630.0,2021,
LyondellBasell Industries NV,emissions_scope_3_investments,6700400.0,2021,
Discover Financial Services,ceo_pay_ratio,169.0,2020,
Discover Financial Services,Employees,16700.0,2021,
Discover Financial Services,Revenue,,2018,7.67B
Discover Financial Services,Revenue,,2019,8.23B
Discover Financial Services,Revenue,,2020,5.95B
Discover Financial Services,Revenue,,2021,11.87B
Discover Financial Services,"Ready for publishing (scope 1,2)",,2021,True
Discover Financial Services,emissions_scope_1,1946.0,2021,
Discover Financial Services,emissions_scope_2_location,38807.0,2021,
Discover Financial Services,emissions_scope_1,1680.0,2020,
Discover Financial Services,emissions_scope_2_location,38487.0,2020,
News Corp.,ceo_pay_ratio,168.0,2020,
News Corp.,Employees,24000.0,2021,
News Corp.,Revenue,,2018,9.02B
News Corp.,Revenue,,2019,10.07B
News Corp.,Revenue,,2020,9.01B
News Corp.,Revenue,,2021,9.36B
News Corp.,"Ready for publishing (scope 1,2)",,2021,True
News Corp.,emissions_scope_1,18640.0,2020,
News Corp.,Scope 2 (Undefined),124702.0,2020,
News Corp.,emissions_scope_1,19894.0,2019,
News Corp.,Scope 2 (Undefined),133565.0,2019,
News Corp.,emissions_scope_1,19212.0,2018,
News Corp.,Scope 2 (Undefined),145737.0,2018,
News Corp.,emissions_scope_1,20676.0,2017,
News Corp.,Scope 2 (Undefined),165307.0,2017,
News Corp.,emissions_scope_1,19430.0,2016,
News Corp.,Scope 2 (Undefined),184274.0,2016,
News Corp.,Revenue,,2016,8.29B
News Corp.,Revenue,,2017,8.14B
News Corp.,emissions_scope_3_purchased_goods_and_services,1979820.0,2020,
News Corp.,emissions_scope_3_end_of_life_treatment_of_sold_products,250393.0,2020,
News Corp.,emissions_scope_3_investments,89378.0,2020,
News Corp.,emissions_scope_3_downstream_transportation_and_distribution,70249.0,2020,
News Corp.,emissions_scope_3_fuel_and_energy_related_activities,29600.0,2020,
News Corp.,emissions_scope_3_business_travel,22705.0,2020,
News Corp.,emissions_scope_3_employee commuting,20400.0,2020,
News Corp.,emissions_scope_3_downstream_leased_assets,11621.0,2020,
News Corp.,emissions_scope_3_waste_generated_in_operations,10645.0,2020,
"Catalent, Inc.",ceo_pay_ratio,167.0,2020,
"Catalent, Inc.",Employees,19000.0,2021,
"Catalent, Inc.",Revenue,,2018,2.46B
"Catalent, Inc.",Revenue,,2019,2.52B
"Catalent, Inc.",Revenue,,2020,3.09B
"Catalent, Inc.",Revenue,,2021,4B
"Catalent, Inc.","Ready for publishing (scope 1,2)",,2021,True
"Catalent, Inc.",emissions_scope_1,65000.0,2021,
"Catalent, Inc.",Scope 2 (Undefined),155000.0,2021,
"Catalent, Inc.",emissions_scope_1,67000.0,2020,
"Catalent, Inc.",Scope 2 (Undefined),153000.0,2020,
"Catalent, Inc.",emissions_scope_1,61000.0,2019,
"Catalent, Inc.",Scope 2 (Undefined),144000.0,2019,
"Hologic, Inc.",ceo_pay_ratio,167.0,2020,
"Hologic, Inc.",Employees,6705.0,2021,
"Hologic, Inc.",Revenue,,2018,3.22B
"Hologic, Inc.",Revenue,,2019,3.37B
"Hologic, Inc.",Revenue,,2020,3.78B
"Hologic, Inc.",Revenue,,2021,5.63B
"Hologic, Inc.","Ready for publishing (scope 1,2)",,2021,True
"Hologic, Inc.",emissions_scope_1,17377.0,2019,
"Hologic, Inc.",emissions_scope_2_location,6451.0,2019,
"Hologic, Inc.",Scope 1+2 Emission,24087.0,2021,
"Hologic, Inc.",Scope 1+2 Emission,23781.0,2020,
"Hologic, Inc.",Scope 1+2 Emission,23287.0,2019,
"Hologic, Inc.",Scope 1+2 Emission,24059.0,2018,
"Hologic, Inc.",Scope 1+2 Emission,25471.0,2017,
"Hologic, Inc.",Revenue,,2017,3.06B
"Hologic, Inc.",female_employees,42.0,2020,
"Hologic, Inc.",emissions_scope_1,7427.0,2022,
"Hologic, Inc.",emissions_scope_2_market,12512.0,2022,
"Hologic, Inc.",emissions_scope_2_market,11983.0,2021,
"Hologic, Inc.",emissions_scope_1,7512.0,2021,
"Hologic, Inc.",emissions_scope_1,6982.0,2020,
"Hologic, Inc.",emissions_scope_2_market,12702.0,2020,
"Hologic, Inc.",total_energy,48479.0,2021,
"Hologic, Inc.",total_energy,47841.0,2020,
"Hologic, Inc.",total_energy,47542.0,2019,
"Hologic, Inc.",total_energy,50470.0,2018,
"Hologic, Inc.",Water_discharged,156596.0,2022,
"Hologic, Inc.",Water_discharged,156169.0,2021,
"Hologic, Inc.",Water_discharged,137856.0,2020,
"Hologic, Inc.",Water_discharged,136741.0,2019,
"Hologic, Inc.",Gender_balance_total,42.0,2022,
"Hologic, Inc.",Gender_balance_of_the_companys_executives_and_executive_board,39.0,2022,
"Hologic, Inc.",Gender_balance_of_the_companys_board_of_directors_and_nonexecutive_board_(or_supervisory_board),33.0,2022,
"Hologic, Inc.",Gender_balance_of_the_companys_senior_management,47.0,2022,
"Hologic, Inc.",revenue_in_usd,4.2,2021,
Ameriprise Financial,ceo_pay_ratio,166.0,2020,
Ameriprise Financial,Employees,12000.0,2021,
Ameriprise Financial,Revenue,,2018,12.92B
Ameriprise Financial,Revenue,,2019,12.89B
Ameriprise Financial,Revenue,,2020,11.96B
Ameriprise Financial,Revenue,,2021,13.44B
Ameriprise Financial,"Ready for publishing (scope 1,2)",,2021,True
Ameriprise Financial,emissions_scope_1,6853.0,2021,
Ameriprise Financial,emissions_scope_2_location,33012.0,2021,
Ameriprise Financial,emissions_scope_2_market,18565.0,2021,
Ameriprise Financial,emissions_scope_3_fuel_and_energy_related_activities,8400.0,2021,
Ameriprise Financial,emissions_scope_3_business_travel,2100.0,2021,
Ameriprise Financial,emissions_scope_3_employee commuting,3177.0,2021,
The Clorox Company,ceo_pay_ratio,165.0,2020,
The Clorox Company,Employees,9000.0,2021,
The Clorox Company,Revenue,,2019,6.21B
The Clorox Company,Revenue,,2021,7.34B
The Clorox Company,Revenue,,2020,6.72B
The Clorox Company,Revenue,,2022,7.11B
The Clorox Company,"Ready for publishing (scope 1,2)",,2021,True
The Clorox Company,emissions_scope_1,75164.0,2020,
The Clorox Company,emissions_scope_2_location,184379.0,2020,
The Clorox Company,emissions_scope_2_market,184379.0,2020,
The Clorox Company,emissions_scope_1,64484.0,2019,
The Clorox Company,emissions_scope_1,73272.0,2018,
The Clorox Company,Scope 2 (Undefined),214115.0,2018,
The Clorox Company,Scope 2 (Undefined),170370.0,2019,
The Clorox Company,Revenue,,2018,6.12B
The Clorox Company,emissions_scope_3,370159.0,2020,
The Clorox Company,emissions_scope_3,283651.0,2019,
The Clorox Company,emissions_scope_3,307750.0,2018,
Sempra Energy,ceo_pay_ratio,163.0,2020,
Sempra Energy,Employees,15390.0,2021,
Sempra Energy,Revenue,,2018,10.1B
Sempra Energy,Revenue,,2019,10.83B
Sempra Energy,Revenue,,2020,11.37B
Sempra Energy,Revenue,,2021,12.86B
Sempra Energy,"Ready for publishing (scope 1,2)",,2021,True
Sempra Energy,emissions_scope_1,6800000.0,2021,
Sempra Energy,Scope 2 (Undefined),376000.0,2021,
Sempra Energy,Scope 2 (Undefined),151000.0,2020,
Sempra Energy,emissions_scope_1,6700000.0,2020,
Sempra Energy,emissions_scope_1,5500000.0,2019,
Sempra Energy,Scope 2 (Undefined),146000.0,2019,
Sempra Energy,emissions_scope_1,5900000.0,2018,
Sempra Energy,Scope 2 (Undefined),514000.0,2018,
Sempra Energy,emissions_scope_3,66200000.0,2021,
Sempra Energy,emissions_scope_3,65300000.0,2020,
Sempra Energy,emissions_scope_3,64800000.0,2019,
Sempra Energy,emissions_scope_3,67400000.0,2018,
"United Airlines Holdings, Inc.",ceo_pay_ratio,163.0,2020,
"United Airlines Holdings, Inc.",Employees,91200.0,2021,
"United Airlines Holdings, Inc.",Revenue,,2018,41.3B
"United Airlines Holdings, Inc.",Revenue,,2019,43.26B
"United Airlines Holdings, Inc.",Revenue,,2020,15.36B
"United Airlines Holdings, Inc.",Revenue,,2021,24.63B
"United Airlines Holdings, Inc.","Ready for publishing (scope 1,2)",,2021,True
"United Airlines Holdings, Inc.",emissions_scope_1,15485363.0,2020,
"United Airlines Holdings, Inc.",emissions_scope_2_location,196066.0,2020,
"United Airlines Holdings, Inc.",emissions_scope_2_market,175087.0,2020,
"United Airlines Holdings, Inc.",emissions_scope_3,4280317.0,2020,
EPAM Systems,Employees,61300.0,2021,
EPAM Systems,Revenue,,2018,1.84B
EPAM Systems,Revenue,,2019,2.29B
EPAM Systems,Revenue,,2020,2.66B
EPAM Systems,Revenue,,2021,3.76B
EPAM Systems,"Ready for publishing (scope 1,2)",,2021,True
EPAM Systems,emissions_scope_1,57.21,2020,
EPAM Systems,emissions_scope_1,36.01,2019,
EPAM Systems,emissions_scope_2_location,15103.52,2019,
EPAM Systems,emissions_scope_2_location,18740.0,2020,
EPAM Systems,emissions_scope_3_business_travel,2522.88,2020,
State Street,ceo_pay_ratio,157.0,2020,
State Street,Employees,40354.0,2021,
State Street,Revenue,,2018,12.12B
State Street,Revenue,,2019,11.75B
State Street,Revenue,,2020,11.62B
State Street,Revenue,,2021,12.06B
State Street,"Ready for publishing (scope 1,2)",,2021,True
State Street,emissions_scope_1,6709.0,2021,
State Street,emissions_scope_2_location,56987.0,2021,
State Street,emissions_scope_2_market,0.0,2021,
State Street,emissions_scope_1,7420.0,2020,
State Street,emissions_scope_2_location,67049.0,2020,
State Street,emissions_scope_2_market,0.0,2020,
State Street,emissions_scope_1,8943.0,2019,
State Street,emissions_scope_2_location,75728.0,2019,
State Street,emissions_scope_2_market,30979.0,2019,
State Street,emissions_scope_1,9814.0,2018,
State Street,emissions_scope_2_location,78678.0,2018,
