Column1,name,label,value,reporting_period
16615,Tenneco Inc.,Arabesque_GC_score,65.36,2021
16616,Tenneco Inc.,Arabesque_ESG_score,58.85,2021
16617,Tenneco Inc.,Long-term_temperature,2°C,2021
16618,Tenneco Inc.,Near-term_temperature,1.5°C,2021
16619,Halliburton Company,ceo_pay_ratio,293,2020
16620,Halliburton Company,Arabesque_GC_score,62.84,2021
16621,Halliburton Company,Arabesque_ESG_score,63.17,2021
16622,Halliburton Company,Long-term_temperature,>2.7°C,2021
16623,Halliburton Company,Near-term_temperature,>2.7°C,2021
16624,Halliburton Company,S&P500,True,2021
16625,Halliburton Company,Employees,40000,2021
16626,Halliburton Company,Revenue,24B,2018
16627,Halliburton Company,Revenue,22.41B,2019
16628,Halliburton Company,Revenue,14.45B,2020
16629,Halliburton Company,Revenue,15.29B,2021
16630,Halliburton Company,adult,No,2022
16631,Halliburton Company,alcoholic,No,2022
16632,Halliburton Company,catholic,No,2022
16633,Halliburton Company,coal,No,2022
16634,Halliburton Company,controversialWeapons,No,2022
16635,Halliburton Company,furLeather,No,2022
16636,Halliburton Company,gambling,No,2022
16637,Halliburton Company,gmo,No,2022
16638,Halliburton Company,militaryContract,No,2022
16639,Halliburton Company,nuclear,No,2022
16640,Halliburton Company,pesticides,No,2022
16641,Halliburton Company,smallArms,No,2022
16642,Halliburton Company,tobacco,No,2022
16643,Halliburton Company,relatedControversy,Employee Incidents,2022
16644,Halliburton Company,Risk:_Sustainalytics,24.16,2022
16645,Halliburton Company,Animal_testing?,False,2022
16646,Halliburton Company,peerGroup,Energy Services,2022
16647,Halliburton Company,"Does_company_use_products_from_Soy,_Palm_Oil,_Mining,_Timber,_Fisheries,_Agriculture,_Cattle",False,2022
16648,Halliburton Company,"Ready for publishing (scope 1,2)",True,2021
16649,Halliburton Company,emissions_scope_1,3503441,2021
16650,Halliburton Company,Scope 2 (Undefined),248949,2021
16651,Halliburton Company,emissions_scope_1,2626561,2020
16652,Halliburton Company,Scope 2 (Undefined),191451,2020
16653,Halliburton Company,emissions_scope_1,4354369,2019
16654,Halliburton Company,Scope 2 (Undefined),249259,2019
16655,Halliburton Company,Ready for publishing (scope 3),True,2021
16656,Halliburton Company,emissions_scope_3,158736,2021
16657,Halliburton Company,emissions_scope_3,125821 ,2020
16658,Halliburton Company,emissions_scope_3,232996,2019
16659,"Berry Global Group, Inc.",ceo_pay_ratio,290,2020
16660,"Berry Global Group, Inc.",Arabesque_GC_score,63.36,2021
16661,"Berry Global Group, Inc.",Arabesque_ESG_score,56.2,2021
16662,"Berry Global Group, Inc.",Long-term_temperature,2°C,2021
16663,"Berry Global Group, Inc.",Near-term_temperature,2°C,2021
16664,Rite Aid Corporation,ceo_pay_ratio,289,2020
16665,Rite Aid Corporation,Arabesque_GC_score,53.03,2021
16666,Rite Aid Corporation,Arabesque_ESG_score,46.57,2021
16667,Rite Aid Corporation,Long-term_temperature,3°C,2021
16668,Rite Aid Corporation,Near-term_temperature,3°C,2021
16669,"Take-Two Interactive Software, Inc.",ceo_pay_ratio,288,2020
16670,"Take-Two Interactive Software, Inc.",Arabesque_GC_score,43.25,2021
16671,"Take-Two Interactive Software, Inc.",Arabesque_ESG_score,53.12,2021
16672,"Take-Two Interactive Software, Inc.",Long-term_temperature,3°C,2021
16673,"Take-Two Interactive Software, Inc.",Near-term_temperature,3°C,2021
16674,"Take-Two Interactive Software, Inc.",S&P500,True,2021
16675,"Take-Two Interactive Software, Inc.",Employees,7799,2021
16676,"Take-Two Interactive Software, Inc.",Revenue,2.67B,2019
16677,"Take-Two Interactive Software, Inc.",Revenue,3.09B,2020
16678,"Take-Two Interactive Software, Inc.",Revenue,3.37B,2021
16679,"Take-Two Interactive Software, Inc.",Revenue,3.5B,2022
16680,"Take-Two Interactive Software, Inc.",adult,No,
16681,"Take-Two Interactive Software, Inc.",alcoholic,No,
16682,"Take-Two Interactive Software, Inc.",catholic,No,
16683,"Take-Two Interactive Software, Inc.",coal,No,
16684,"Take-Two Interactive Software, Inc.",controversialWeapons,No,
16685,"Take-Two Interactive Software, Inc.",furLeather,No,
16686,"Take-Two Interactive Software, Inc.",gambling,No,
16687,"Take-Two Interactive Software, Inc.",gmo,No,
16688,"Take-Two Interactive Software, Inc.",militaryContract,No,
16689,"Take-Two Interactive Software, Inc.",nuclear,No,
16690,"Take-Two Interactive Software, Inc.",pesticides,No,
16691,"Take-Two Interactive Software, Inc.",smallArms,No,
16692,"Take-Two Interactive Software, Inc.",tobacco,No,
16693,"Take-Two Interactive Software, Inc.","Does_company_use_products_from_Soy,_Palm_Oil,_Mining,_Timber,_Fisheries,_Agriculture,_Cattle",False,
16694,"Take-Two Interactive Software, Inc.","Ready for publishing (scope 1,2)",True,2021
16695,"Take-Two Interactive Software, Inc.",emissions_scope_1,762,2021
16696,"Take-Two Interactive Software, Inc.",emissions_scope_2_location,7143,2021
16697,"Take-Two Interactive Software, Inc.",emissions_scope_2_market,6061,2021
16698,"Take-Two Interactive Software, Inc.",emissions_scope_1,749,2020
16699,"Take-Two Interactive Software, Inc.",emissions_scope_2_location,7060,2020
16700,"Take-Two Interactive Software, Inc.",emissions_scope_2_market,5978,2020
16701,"Take-Two Interactive Software, Inc.",Ready for publishing (scope 3),True,2021
16702,ConAgra Brands Inc,ceo_pay_ratio,287,2020
16703,ConAgra Brands Inc,Does_company_use_products_from_Palm_Oil?,True,2021
16704,ConAgra Brands Inc,Does_company_use_products_from_Cattle?,True,2021
16705,ConAgra Brands Inc,Does_company_use_products_from_Soy?,True,2021
16706,ConAgra Brands Inc,Does_company_use_products_from_Pulp_or_Paper?,True,2021
16707,ConAgra Brands Inc,forest500_link,True,2021
16708,ConAgra Brands Inc,Arabesque_GC_score,55.11,2021
16709,ConAgra Brands Inc,Arabesque_ESG_score,49.46,2021
16710,ConAgra Brands Inc,Long-term_temperature,2°C,2021
16711,ConAgra Brands Inc,Near-term_temperature,1.5°C,2021
16712,ConAgra Brands Inc,S&P500,True,2021
16713,ConAgra Brands Inc,Employees,18000,2021
16714,ConAgra Brands Inc,Revenue,9.54B,2019
16715,ConAgra Brands Inc,Revenue,11.05B,2020
16716,ConAgra Brands Inc,Revenue,11.18B,2021
16717,ConAgra Brands Inc,Revenue,11.54B,2022
16718,ConAgra Brands Inc,adult,No,2022
16719,ConAgra Brands Inc,alcoholic,No,2022
16720,ConAgra Brands Inc,catholic,No,2022
16721,ConAgra Brands Inc,coal,No,2022
16722,ConAgra Brands Inc,controversialWeapons,No,2022
16723,ConAgra Brands Inc,furLeather,No,2022
16724,ConAgra Brands Inc,gambling,No,2022
16725,ConAgra Brands Inc,gmo,No,2022
16726,ConAgra Brands Inc,militaryContract,No,2022
16727,ConAgra Brands Inc,nuclear,No,2022
16728,ConAgra Brands Inc,pesticides,No,2022
16729,ConAgra Brands Inc,smallArms,No,2022
16730,ConAgra Brands Inc,tobacco,No,2022
16731,ConAgra Brands Inc,relatedControversy,Operations Incidents; Employee Incidents; Social Supply Chain Incidents; Customer Incidents; Society & Community Incidents; Public Policy Incidents,2022
16732,ConAgra Brands Inc,Risk:_Sustainalytics,32.92,2022
16733,ConAgra Brands Inc,Animal_testing?,False,2022
16734,ConAgra Brands Inc,peerGroup,Food Products,2022
16735,ConAgra Brands Inc,"Does_company_use_products_from_Soy,_Palm_Oil,_Mining,_Timber,_Fisheries,_Agriculture,_Cattle",False,2022
16736,ConAgra Brands Inc,emissions_scope_1,427153,2021
16737,ConAgra Brands Inc,Scope 2 (Undefined),402290,2021
16738,ConAgra Brands Inc,emissions_scope_1,411872,2020
16739,ConAgra Brands Inc,Scope 2 (Undefined),421244,2020
16740,ConAgra Brands Inc,"Ready for publishing (scope 1,2)",True,2021
16741,ConAgra Brands Inc,Ready for publishing (scope 3),True,2021
16742,ConAgra Brands Inc,emissions_scope_3_purchased_goods_and_services,10094783,2020
16743,ConAgra Brands Inc,emissions_scope_3_capital_goods,260791,2020
16744,ConAgra Brands Inc,emissions_scope_3_fuel_and_energy_related_activities,194111,2020
16745,ConAgra Brands Inc,emissions_scope_3_upstream_transportation_and_distribution,387294,2020
16746,ConAgra Brands Inc,emissions_scope_3_waste_generated_in_operations,56327,2020
16747,ConAgra Brands Inc,emissions_scope_3_business_travel,13550,2020
16748,ConAgra Brands Inc,emissions_scope_3_employee commuting,20400,2020
16749,ConAgra Brands Inc,emissions_scope_3_downstream_leased_assets,352917,2020
16750,ConAgra Brands Inc,emissions_scope_3_use_of_sold_products,1410000,2020
16751,ConAgra Brands Inc,emissions_scope_3_end_of_life_treatment_of_sold_products,541285,2020
16752,"Motorola Solutions, Inc.",S&P500,True,2021
16753,"Motorola Solutions, Inc.",Employees,18700,2021
16754,"Motorola Solutions, Inc.",Revenue,7.34B,2018
16755,"Motorola Solutions, Inc.",Revenue,7.89B,2019
16756,"Motorola Solutions, Inc.",Revenue,7.41B,2020
16757,"Motorola Solutions, Inc.",Revenue,8.17B,2021
16758,"Motorola Solutions, Inc.",adult,No,2022
16759,"Motorola Solutions, Inc.",alcoholic,No,2022
16760,"Motorola Solutions, Inc.",catholic,No,2022
16761,"Motorola Solutions, Inc.",coal,No,2022
16762,"Motorola Solutions, Inc.",controversialWeapons,No,2022
16763,"Motorola Solutions, Inc.",furLeather,No,2022
16764,"Motorola Solutions, Inc.",gambling,No,2022
16765,"Motorola Solutions, Inc.",gmo,No,2022
16766,"Motorola Solutions, Inc.",militaryContract,No,2022
16767,"Motorola Solutions, Inc.",nuclear,No,2022
16768,"Motorola Solutions, Inc.",pesticides,No,2022
16769,"Motorola Solutions, Inc.",smallArms,No,2022
16770,"Motorola Solutions, Inc.",tobacco,No,2022
16771,"Motorola Solutions, Inc.",relatedControversy,Society & Community Incidents,2022
16772,"Motorola Solutions, Inc.",Risk:_Sustainalytics,13.69,2022
16773,"Motorola Solutions, Inc.",Animal_testing?,False,2022
16774,"Motorola Solutions, Inc.",peerGroup,Technology Hardware,2022
16775,"Motorola Solutions, Inc.","Does_company_use_products_from_Soy,_Palm_Oil,_Mining,_Timber,_Fisheries,_Agriculture,_Cattle",False,2022
16776,"Motorola Solutions, Inc.","Ready for publishing (scope 1,2)",True,2021
16777,"Motorola Solutions, Inc.",emissions_scope_1,14381,2020
16778,"Motorola Solutions, Inc.",emissions_scope_2_location,,2020
16779,"Motorola Solutions, Inc.",Scope 2 (Undefined),60012,2020
16780,"Motorola Solutions, Inc.",Ready for publishing (scope 3),True,2021
16781,"Motorola Solutions, Inc.",emissions_scope_3,1898917,2020
16782,Addus HomeCare Corporation,ceo_pay_ratio,285,2020
16783,Addus HomeCare Corporation,Arabesque_GC_score,41.92,2021
16784,Addus HomeCare Corporation,Arabesque_ESG_score,37.73,2021
16785,Addus HomeCare Corporation,Long-term_temperature,3°C,2021
16786,Addus HomeCare Corporation,Near-term_temperature,3°C,2021
16787,Domino's Pizza Inc.,ceo_pay_ratio,285,2020
16788,Domino's Pizza Inc.,Does_company_use_products_from_Palm_Oil?,True,2021
16789,Domino's Pizza Inc.,Does_company_use_products_from_Cattle?,True,2021
16790,Domino's Pizza Inc.,Does_company_use_products_from_Soy?,True,2021
16791,Domino's Pizza Inc.,Does_company_use_products_from_Pulp_or_Paper?,True,2021
16792,Domino's Pizza Inc.,forest500_link,True,2021
16793,Domino's Pizza Inc.,Arabesque_GC_score,58.32,2021
16794,Domino's Pizza Inc.,Arabesque_ESG_score,59.96,2021
16795,Domino's Pizza Inc.,Long-term_temperature,3°C,2021
16796,Domino's Pizza Inc.,Near-term_temperature,3°C,2021
16797,Domino's Pizza Inc.,S&P500,True,2021
16798,Domino's Pizza Inc.,Employees,7400,2021
16799,Domino's Pizza Inc.,Revenue,3.43B,2018
16800,Domino's Pizza Inc.,Revenue,3.62B,2019
16801,Domino's Pizza Inc.,Revenue,4.12B,2021
16802,Domino's Pizza Inc.,Revenue,4.36B,2022
16803,Domino's Pizza Inc.,adult,No,2022
16804,Domino's Pizza Inc.,alcoholic,No,2022
16805,Domino's Pizza Inc.,catholic,No,2022
16806,Domino's Pizza Inc.,coal,No,2022
16807,Domino's Pizza Inc.,controversialWeapons,No,2022
16808,Domino's Pizza Inc.,furLeather,No,2022
16809,Domino's Pizza Inc.,gambling,No,2022
16810,Domino's Pizza Inc.,gmo,No,2022
16811,Domino's Pizza Inc.,militaryContract,No,2022
16812,Domino's Pizza Inc.,nuclear,No,2022
16813,Domino's Pizza Inc.,pesticides,No,2022
16814,Domino's Pizza Inc.,smallArms,No,2022
16815,Domino's Pizza Inc.,tobacco,No,2022
16816,Domino's Pizza Inc.,relatedControversy,Product & Service Incidents; Employee Incidents; Customer Incidents; Business Ethics Incidents; Governance Incidents,2022
16817,Domino's Pizza Inc.,Risk:_Sustainalytics,31.31,2022
16818,Domino's Pizza Inc.,Animal_testing?,False,2022
16819,Domino's Pizza Inc.,peerGroup,Consumer Services,2022
16820,Domino's Pizza Inc.,"Does_company_use_products_from_Soy,_Palm_Oil,_Mining,_Timber,_Fisheries,_Agriculture,_Cattle",False,2022
16821,Domino's Pizza Inc.,"Ready for publishing (scope 1,2)",True,2021
16822,Domino's Pizza Inc.,emissions_scope_1,,2021
16823,Domino's Pizza Inc.,emissions_scope_1,140671,2019
16824,Domino's Pizza Inc.,emissions_scope_2_location,46463,2019
16825,Domino's Pizza Inc.,Ready for publishing (scope 3),True,2021
16826,Domino's Pizza Inc.,emissions_scope_3,1977046,2019
16827,eBay Inc.,ceo_pay_ratio,281,2020
16828,eBay Inc.,Arabesque_GC_score,48.87,2021
16829,eBay Inc.,Arabesque_ESG_score,52.4,2021
16830,eBay Inc.,Long-term_temperature,2°C,2021
16831,eBay Inc.,Near-term_temperature,1.5°C,2021
16832,eBay Inc.,S&P500,True,2021
16833,eBay Inc.,Employees,10800,2021
16834,eBay Inc.,Revenue,8.65B,2018
16835,eBay Inc.,Revenue,7.43B,2019
16836,eBay Inc.,Revenue,8.89B,2020
16837,eBay Inc.,Revenue,10.42B,2021
16838,eBay Inc.,adult,No,2022
16839,eBay Inc.,alcoholic,No,2022
16840,eBay Inc.,catholic,No,2022
16841,eBay Inc.,coal,No,2022
16842,eBay Inc.,controversialWeapons,No,2022
16843,eBay Inc.,furLeather,No,2022
16844,eBay Inc.,gambling,No,2022
16845,eBay Inc.,gmo,No,2022
16846,eBay Inc.,militaryContract,No,2022
16847,eBay Inc.,nuclear,No,2022
16848,eBay Inc.,pesticides,No,2022
16849,eBay Inc.,smallArms,No,2022
16850,eBay Inc.,tobacco,No,2022
16851,eBay Inc.,relatedControversy,Customer Incidents,2022
16852,eBay Inc.,Risk:_Sustainalytics,17.11,2022
16853,eBay Inc.,Animal_testing?,False,2022
16854,eBay Inc.,peerGroup,Software & Services,2022
16855,eBay Inc.,"Does_company_use_products_from_Soy,_Palm_Oil,_Mining,_Timber,_Fisheries,_Agriculture,_Cattle",False,2022
16856,eBay Inc.,"Ready for publishing (scope 1,2)",True,2021
16857,eBay Inc.,emissions_scope_1,5558,2021
16858,eBay Inc.,Scope 2 (Undefined),41757,2021
16859,eBay Inc.,emissions_scope_1,16410,2020
16860,eBay Inc.,Scope 2 (Undefined),37371,2020
16861,eBay Inc.,emissions_scope_1,27517,2019
16862,eBay Inc.,Scope 2 (Undefined),36384,2019
16863,eBay Inc.,nasdaq100,True,2021
16864,eBay Inc.,Ready for publishing (scope 3),True,2021
16865,eBay Inc.,emissions_scope_3,4751876,2021
16866,Preformed Line Products Company,ceo_pay_ratio,279,2020
16867,Preformed Line Products Company,Arabesque_GC_score,50.78,2021
16868,Preformed Line Products Company,Arabesque_ESG_score,47.66,2021
16869,Preformed Line Products Company,Long-term_temperature,3°C,2021
16870,Preformed Line Products Company,Near-term_temperature,3°C,2021
16871,"Stanley Black & Decker, Inc.",ceo_pay_ratio,279,2020
16872,"Stanley Black & Decker, Inc.",Arabesque_GC_score,60.15,2021
16873,"Stanley Black & Decker, Inc.",Arabesque_ESG_score,57.31,2021
16874,"Stanley Black & Decker, Inc.",S&P500,True,2021
16875,"Stanley Black & Decker, Inc.",Employees,71300,2021
16876,"Stanley Black & Decker, Inc.",Revenue,13.98B,2018
16877,"Stanley Black & Decker, Inc.",Revenue,12.91B,2019
16878,"Stanley Black & Decker, Inc.",Revenue,13.06B,2021
16879,"Stanley Black & Decker, Inc.",Revenue,15.62B,2022
16880,"Stanley Black & Decker, Inc.",adult,No,2022
16881,"Stanley Black & Decker, Inc.",alcoholic,No,2022
16882,"Stanley Black & Decker, Inc.",catholic,No,2022
16883,"Stanley Black & Decker, Inc.",coal,No,2022
16884,"Stanley Black & Decker, Inc.",controversialWeapons,No,2022
16885,"Stanley Black & Decker, Inc.",furLeather,No,2022
16886,"Stanley Black & Decker, Inc.",gambling,No,2022
16887,"Stanley Black & Decker, Inc.",gmo,No,2022
16888,"Stanley Black & Decker, Inc.",militaryContract,No,2022
16889,"Stanley Black & Decker, Inc.",nuclear,No,2022
16890,"Stanley Black & Decker, Inc.",pesticides,No,2022
16891,"Stanley Black & Decker, Inc.",smallArms,No,2022
16892,"Stanley Black & Decker, Inc.",tobacco,No,2022
16893,"Stanley Black & Decker, Inc.",relatedControversy,Operations Incidents; Environmental Supply Chain Incidents; Employee Incidents; Customer Incidents; Society & Community Incidents; Business Ethics Incidents,2022
16894,"Stanley Black & Decker, Inc.",Risk:_Sustainalytics,26.11,2022
16895,"Stanley Black & Decker, Inc.",Animal_testing?,False,2022
16896,"Stanley Black & Decker, Inc.",peerGroup,Machinery,2022
16897,"Stanley Black & Decker, Inc.","Does_company_use_products_from_Soy,_Palm_Oil,_Mining,_Timber,_Fisheries,_Agriculture,_Cattle",False,2022
16898,"Stanley Black & Decker, Inc.","Ready for publishing (scope 1,2)",True,2021
16899,"Stanley Black & Decker, Inc.",emissions_scope_1,110288,2021
16900,"Stanley Black & Decker, Inc.",emissions_scope_2_location,342012,2021
16901,"Stanley Black & Decker, Inc.",emissions_scope_2_market,138940,2021
16902,"Stanley Black & Decker, Inc.",Ready for publishing (scope 3),True,2021
16903,"Stanley Black & Decker, Inc.",emissions_scope_3_purchased_goods_and_services,6965196,2021
16904,"Stanley Black & Decker, Inc.",emissions_scope_3_upstream_transportation_and_distribution,692111,2021
16905,"Stanley Black & Decker, Inc.",emissions_scope_3_waste_generated_in_operations,18645,2021
16906,"Stanley Black & Decker, Inc.",emissions_scope_3_downstream_transportation_and_distribution,148187,2021
16907,"Stanley Black & Decker, Inc.",emissions_scope_3_use_of_sold_products,2940057,2021
16908,"Rent-A-Center, Inc.",ceo_pay_ratio,279,2020
16909,"Rent-A-Center, Inc.",Arabesque_GC_score,41.63,2021
16910,"Rent-A-Center, Inc.",Arabesque_ESG_score,42.58,2021
16911,"Rent-A-Center, Inc.",Long-term_temperature,3°C,2021
16912,"Rent-A-Center, Inc.",Near-term_temperature,3°C,2021
16913,"Charles River Laboratories International, Inc.",ceo_pay_ratio,278,2020
16914,"Charles River Laboratories International, Inc.",Arabesque_GC_score,49.06,2021
16915,"Charles River Laboratories International, Inc.",Arabesque_ESG_score,39.09,2021
16916,"Charles River Laboratories International, Inc.",Long-term_temperature,2°C,2021
16917,"Charles River Laboratories International, Inc.",Near-term_temperature,2°C,2021
16918,"Charles River Laboratories International, Inc.",S&P500,True,2021
16919,"Charles River Laboratories International, Inc.",Employees,18600,2021
16920,"Charles River Laboratories International, Inc.",Revenue,2.27B,2018
16921,"Charles River Laboratories International, Inc.",Revenue,2.62B,2019
16922,"Charles River Laboratories International, Inc.",Revenue,2.92B,2020
16923,"Charles River Laboratories International, Inc.",Revenue,3.54B,2021
16924,"Charles River Laboratories International, Inc.",adult,No,
16925,"Charles River Laboratories International, Inc.",alcoholic,No,
16926,"Charles River Laboratories International, Inc.",catholic,No,
16927,"Charles River Laboratories International, Inc.",coal,No,
16928,"Charles River Laboratories International, Inc.",controversialWeapons,No,
16929,"Charles River Laboratories International, Inc.",furLeather,No,
16930,"Charles River Laboratories International, Inc.",gambling,No,
16931,"Charles River Laboratories International, Inc.",gmo,No,
16932,"Charles River Laboratories International, Inc.",militaryContract,No,
16933,"Charles River Laboratories International, Inc.",nuclear,No,
16934,"Charles River Laboratories International, Inc.",pesticides,No,
16935,"Charles River Laboratories International, Inc.",smallArms,No,
16936,"Charles River Laboratories International, Inc.",tobacco,No,
16937,"Charles River Laboratories International, Inc.","Ready for publishing (scope 1,2)",True,2021
16938,"Charles River Laboratories International, Inc.",emissions_scope_1,90858,2021
16939,"Charles River Laboratories International, Inc.",Scope 2 (Undefined),41482,2021
16940,"Charles River Laboratories International, Inc.",emissions_scope_1,88217,2020
16941,"Charles River Laboratories International, Inc.",Scope 2 (Undefined),46106,2020
16942,"Charles River Laboratories International, Inc.",emissions_scope_1,90392,2019
16943,"Charles River Laboratories International, Inc.",Scope 2 (Undefined),48236,2019
16944,"Charles River Laboratories International, Inc.","Does_company_use_products_from_Soy,_Palm_Oil,_Mining,_Timber,_Fisheries,_Agriculture,_Cattle",False,
16945,"Charles River Laboratories International, Inc.",Ready for publishing (scope 3),True,2021
16946,"Charles River Laboratories International, Inc.",emissions_scope_3,"343,219",2021
16947,"Charles River Laboratories International, Inc.",emissions_scope_3,300653,2020
16948,"Charles River Laboratories International, Inc.",emissions_scope_3,291030,2019
16949,"Texas Roadhouse, Inc.",ceo_pay_ratio,275,2020
16950,"Texas Roadhouse, Inc.",Arabesque_GC_score,45.42,2021
16951,"Texas Roadhouse, Inc.",Arabesque_ESG_score,53.31,2021
16952,"Texas Roadhouse, Inc.",Long-term_temperature,3°C,2021
16953,"Texas Roadhouse, Inc.",Near-term_temperature,3°C,2021
16954,"Tilly's, Inc.",ceo_pay_ratio,275,2020
16955,"ICU Medical, Inc.",ceo_pay_ratio,275,2020
16956,"ICU Medical, Inc.",Arabesque_GC_score,45.87,2021
16957,"ICU Medical, Inc.",Arabesque_ESG_score,52.89,2021
16958,"ICU Medical, Inc.",Long-term_temperature,3°C,2021
16959,"ICU Medical, Inc.",Near-term_temperature,3°C,2021
16960,"Avantor, Inc.",ceo_pay_ratio,274,2020
16961,"Precigen, Inc.",ceo_pay_ratio,274,2020
16962,"Precigen, Inc.",Arabesque_GC_score,41.63,2021
16963,"Precigen, Inc.",Arabesque_ESG_score,44.05,2021
16964,The Cheesecake Factory Incorporated,ceo_pay_ratio,273,2020
16965,Masco Corporation,ceo_pay_ratio,272,2020
16966,Masco Corporation,Arabesque_GC_score,62.48,2021
16967,Masco Corporation,Arabesque_ESG_score,59.73,2021
16968,Masco Corporation,Long-term_temperature,3°C,2021
16969,Masco Corporation,Near-term_temperature,3°C,2021
16970,Masco Corporation,S&P500,True,2021
16971,Masco Corporation,Employees,20000,2021
16972,Masco Corporation,Revenue,6.65B,2018
16973,Masco Corporation,Revenue,6.71B,2019
16974,Masco Corporation,Revenue,7.19B,2020
16975,Masco Corporation,Revenue,8.38B,2021
16976,Masco Corporation,adult,No,2022
16977,Masco Corporation,alcoholic,No,2022
16978,Masco Corporation,catholic,No,2022
16979,Masco Corporation,coal,No,2022
16980,Masco Corporation,controversialWeapons,No,2022
16981,Masco Corporation,furLeather,No,2022
16982,Masco Corporation,gambling,No,2022
16983,Masco Corporation,gmo,No,2022
16984,Masco Corporation,militaryContract,No,2022
16985,Masco Corporation,nuclear,No,2022
16986,Masco Corporation,pesticides,No,2022
16987,Masco Corporation,smallArms,No,2022
16988,Masco Corporation,tobacco,No,2022
16989,Masco Corporation,relatedControversy,Customer Incidents,2022
16990,Masco Corporation,Risk:_Sustainalytics,25.93,2022
16991,Masco Corporation,Animal_testing?,False,2022
16992,Masco Corporation,peerGroup,Building Products,2022
16993,Masco Corporation,"Does_company_use_products_from_Soy,_Palm_Oil,_Mining,_Timber,_Fisheries,_Agriculture,_Cattle",False,2022
16994,Masco Corporation,"Ready for publishing (scope 1,2)",True,2021
16995,Masco Corporation,emissions_scope_1,66000,2020
16996,Masco Corporation,Scope 2 (Undefined),114000,2020
16997,Masco Corporation,emissions_scope_1,78000,2019
16998,Masco Corporation,Scope 2 (Undefined),174000,2019
16999,Masco Corporation,emissions_scope_1,106000,2018
17000,Masco Corporation,Scope 2 (Undefined),211000,2018
17001,Masco Corporation,Ready for publishing (scope 3),True,2021
17002,"Littelfuse, Inc.",ceo_pay_ratio,271,2020
17003,"Littelfuse, Inc.",Arabesque_GC_score,51.86,2021
17004,"Littelfuse, Inc.",Arabesque_ESG_score,53.15,2021
17005,"Littelfuse, Inc.",Long-term_temperature,3°C,2021
17006,"Littelfuse, Inc.",Near-term_temperature,3°C,2021
17007,"Littelfuse, Inc.",Employees,17000,2021
17008,"Littelfuse, Inc.",Revenue,1.72B,2018
17009,"Littelfuse, Inc.",Revenue,1.5B,2019
17010,"Littelfuse, Inc.",Revenue,1.45B,2020
17011,"Littelfuse, Inc.",Revenue,2.08B,2022
17012,"Littelfuse, Inc.",adult,No,
17013,"Littelfuse, Inc.",alcoholic,No,
17014,"Littelfuse, Inc.",catholic,No,
17015,"Littelfuse, Inc.",coal,No,
17016,"Littelfuse, Inc.",controversialWeapons,No,
17017,"Littelfuse, Inc.",furLeather,No,
17018,"Littelfuse, Inc.",gambling,No,
17019,"Littelfuse, Inc.",gmo,No,
17020,"Littelfuse, Inc.",militaryContract,No,
17021,"Littelfuse, Inc.",nuclear,No,
17022,"Littelfuse, Inc.",pesticides,No,
17023,"Littelfuse, Inc.",smallArms,No,
17024,"Littelfuse, Inc.",tobacco,No,
17025,"Littelfuse, Inc.",emissions_scope_1,"27,428",2020
17026,"Littelfuse, Inc.",emissions_scope_1,"28,233",2019
17027,"Littelfuse, Inc.",emissions_scope_2_location,"108,808 ",2020
17028,"Littelfuse, Inc.",emissions_scope_2_market,"92,049",2020
17029,"Littelfuse, Inc.",emissions_scope_3_purchased_goods_and_services,162433.229,2020
17030,"Littelfuse, Inc.",emissions_scope_3_capital_goods,14336.405,2020
17031,"Littelfuse, Inc.",emissions_scope_3_fuel_and_energy_related_activities,26535.25,2020
17032,"Littelfuse, Inc.",emissions_scope_3_upstream_transportation_and_distribution,49807.452,2020
17033,"Littelfuse, Inc.",emissions_scope_3_waste_generated_in_operations,551.15,2020
17034,"Littelfuse, Inc.",emissions_scope_3_business_travel,3868.527,2020
17035,"Littelfuse, Inc.",emissions_scope_3_employee commuting,5631.408,2020
17036,"Littelfuse, Inc.",emissions_scope_3_downstream_transportation_and_distribution,14244.753,2020
17037,"Littelfuse, Inc.",total_energy,"250,443",2020
17038,"Littelfuse, Inc.",renewable_energy,"33,972",2020
17039,"Littelfuse, Inc.",Gender_balance_total,54,2020
17040,"Littelfuse, Inc.",female_employees,20,2020
17041,"Littelfuse, Inc.",emissions_scope_1,"37,003",2021
17042,"Littelfuse, Inc.",emissions_scope_3,"390,702",2021
17043,"Littelfuse, Inc.",emissions_scope_2_location,"118,967",2021
17044,"Littelfuse, Inc.",emissions_scope_2_market,"113,345",2021
17045,"Littelfuse, Inc.",emissions_scope_2_market,"91,405",2019
17046,"Littelfuse, Inc.",emissions_scope_2_location,"109,212",2019
17047,"Littelfuse, Inc.",Hazardous_waste,"5,940",2021
17048,"Littelfuse, Inc.",Water_withdrawn_total,"1,521",2021
17049,"Littelfuse, Inc.",Water_withdrawn_total,"1,324",2020
17050,"Littelfuse, Inc.",Water_withdrawn_total,"1,339",2019
17051,"Littelfuse, Inc.",water_withdrawal,75,2021
17052,"Littelfuse, Inc.",water_withdrawal,72,2020
17053,"Littelfuse, Inc.",water_withdrawal,72,2019
17054,"Littelfuse, Inc.",total_energy,277786,2021
17055,"Littelfuse, Inc.",renewable_energy,21884,2021
17056,"Littelfuse, Inc.",total_energy,"249,726",2019
17057,"Littelfuse, Inc.",renewable_energy,"35,310",2019
